date,rented_bike_count,hour,temperature,humidity,wind_speed,visibility,dew_point_temperature,solar_radiation,rainfall,snowfall,seasons,holiday,functioning_day,time_of_day,weekday,workday,did_it_rain,did_it_snow,month,week,year
2018-08-01,475,14,38.7,0.38,2.4,1943,21.8,3.12,0,0,Summer,No Holiday,Yes,Afternoon,Wed,Yes,No,No,Aug,35,2018
2018-09-16,123,5,22.2,0.9,1.4,514,20.4,0,0,0,Autumn,No Holiday,Yes,Night,Sun,No,No,No,Sep,42,2018
2018-10-24,1281,22,11.6,0.71,0.2,1858,6.5,0,0,0,Autumn,No Holiday,Yes,Evening,Wed,Yes,No,No,Oct,47,2018
2018-09-26,1937,19,20.7,0.46,1,2000,8.6,0.02,0,0,Autumn,No Holiday,Yes,Evening,Wed,Yes,No,No,Sep,43,2018
2018-02-08,103,2,-8.3,0.65,0.4,1750,-13.7,0,0,0,Winter,No Holiday,Yes,Night,Thu,Yes,No,No,Feb,10,2018
2018-01-25,187,9,-16.2,0.33,2.9,2000,-28.7,0.19,0,0.6,Winter,No Holiday,Yes,Morning,Thu,Yes,No,Yes,Jan,8,2018
2018-05-04,1323,15,19.9,0.26,3.8,1898,-0.1,3,0,0,Spring,No Holiday,Yes,Afternoon,Fri,Yes,No,No,May,22,2018
2018-10-18,1473,16,18.5,0.4,1.8,2000,4.6,1.28,0,0,Autumn,No Holiday,Yes,Afternoon,Thu,Yes,No,No,Oct,46,2018
2018-03-08,23,1,4.7,0.86,0.7,717,2.5,0,0,0,Spring,No Holiday,Yes,Night,Thu,Yes,No,No,Mar,14,2018
2018-05-03,251,2,7.3,0.86,1.7,2000,5.1,0,0,0,Spring,No Holiday,Yes,Night,Thu,Yes,No,No,May,22,2018
2018-02-21,356,20,-1.1,0.43,1.5,2000,-12.1,0,0,0,Winter,No Holiday,Yes,Evening,Wed,Yes,No,No,Feb,12,2018
2017-12-18,29,4,-5.4,0.81,0.7,270,-8.1,0,0,0.7,Winter,No Holiday,Yes,Night,Mon,Yes,No,Yes,Dec,3,2017
2018-10-16,427,2,11.7,0.7,1,1012,6.4,0,0,0,Autumn,No Holiday,Yes,Night,Tue,Yes,No,No,Oct,46,2018
2018-04-15,124,16,12,0.61,3.6,1374,4.6,0.57,0,0,Spring,No Holiday,Yes,Afternoon,Sun,No,No,No,Apr,20,2018
2018-02-05,82,0,-10.5,0.52,2.4,2000,-18.4,0,0,0,Winter,No Holiday,Yes,Night,Mon,Yes,No,No,Feb,10,2018
2018-06-30,871,11,26.4,0.71,1,430,20.7,1.36,0,0,Summer,No Holiday,Yes,Morning,Sat,No,No,No,Jun,30,2018
2017-12-22,99,3,-0.6,0.76,0.5,789,-4.3,0,0,0.7,Winter,Holiday,Yes,Night,Fri,Yes,No,Yes,Dec,3,2017
2018-01-31,69,0,-1.7,0.83,0.8,1113,-4.2,0,0,3.5,Winter,No Holiday,Yes,Night,Wed,Yes,No,Yes,Jan,9,2018
2018-05-25,1106,13,25.6,0.26,2.7,1747,4.6,3.36,0,0,Spring,No Holiday,Yes,Afternoon,Fri,Yes,No,No,May,25,2018
2018-01-24,192,9,-15.8,0.27,3.4,2000,-30.5,0.2,0,0.9,Winter,No Holiday,Yes,Morning,Wed,Yes,No,Yes,Jan,8,2018
2018-10-29,1987,18,9.4,0.51,3.4,2000,-0.2,0.02,0,0,Autumn,No Holiday,Yes,Evening,Mon,Yes,No,No,Oct,48,2018
2018-09-11,1222,15,26,0.4,1.9,2000,11.3,1.53,0,0,Autumn,No Holiday,Yes,Afternoon,Tue,Yes,No,No,Sep,41,2018
2018-03-08,290,11,4.5,0.82,2,1226,1.6,0.73,0,0,Spring,No Holiday,Yes,Morning,Thu,Yes,No,No,Mar,14,2018
2018-06-17,324,6,18.9,0.83,0.3,576,15.9,0.05,0,0,Summer,No Holiday,Yes,Morning,Sun,No,No,No,Jun,29,2018
2018-01-23,132,10,-12.1,0.34,3.5,1968,-24.8,0.62,0,1,Winter,No Holiday,Yes,Morning,Tue,Yes,No,Yes,Jan,8,2018
2018-11-14,1239,21,9.8,0.52,0.5,1255,0.3,0,0,0,Autumn,No Holiday,Yes,Evening,Wed,Yes,No,No,Nov,50,2018
2017-12-21,132,2,-2.2,0.88,1.4,348,-3.9,0,0,2.2,Winter,No Holiday,Yes,Night,Thu,Yes,No,Yes,Dec,3,2017
2018-05-14,1171,15,24,0.59,1.6,353,15.4,2.24,0,0,Spring,No Holiday,Yes,Afternoon,Mon,Yes,No,No,May,24,2018
2018-08-13,709,15,34,0.51,1.8,1508,22.4,0.98,0,0,Summer,No Holiday,Yes,Afternoon,Mon,Yes,No,No,Aug,37,2018
2018-11-24,95,5,3.2,0.27,1.6,2000,-14,0,0,0,Autumn,No Holiday,Yes,Night,Sat,No,No,No,Nov,51,2018
2018-09-09,1185,0,19.6,0.53,1.5,2000,9.7,0,0,0,Autumn,No Holiday,Yes,Night,Sun,No,No,No,Sep,41,2018
2017-12-16,129,3,-4.5,0.71,1.6,651,-8.9,0,0,0,Winter,No Holiday,Yes,Night,Sat,No,No,No,Dec,2,2017
2018-10-14,811,0,10.4,0.59,0,971,2.7,0,0,0,Autumn,No Holiday,Yes,Night,Sun,No,No,No,Oct,46,2018
2018-04-20,805,11,20.6,0.34,2.2,705,4.1,2.51,0,0,Spring,No Holiday,Yes,Morning,Fri,Yes,No,No,Apr,20,2018
2017-12-04,391,13,0,0.3,5.4,1938,-15.5,1.17,0,0,Winter,No Holiday,Yes,Afternoon,Mon,Yes,No,No,Dec,1,2017
2018-05-25,819,10,21.4,0.3,2.5,1730,3,2.53,0,0,Spring,No Holiday,Yes,Morning,Fri,Yes,No,No,May,25,2018
2018-09-09,264,4,17,0.59,0,2000,8.9,0,0,0,Autumn,No Holiday,Yes,Night,Sun,No,No,No,Sep,41,2018
2018-03-25,90,4,5.3,0.82,1,200,2.4,0,0,0,Spring,No Holiday,Yes,Night,Sun,No,No,No,Mar,17,2018
2018-08-14,1708,8,29.3,0.63,0.9,1810,21.5,0.76,0,0,Summer,No Holiday,Yes,Morning,Tue,Yes,No,No,Aug,37,2018
2018-08-31,1404,16,29.7,0.51,3,2000,18.4,2.27,0,0,Summer,No Holiday,Yes,Afternoon,Fri,Yes,No,No,Aug,39,2018
2017-12-07,83,5,1.5,0.92,1.1,175,0.3,0,0,0.9,Winter,No Holiday,Yes,Night,Thu,Yes,No,Yes,Dec,1,2017
2018-01-26,68,0,-15.1,0.34,1.7,2000,-27.4,0,0,0.5,Winter,No Holiday,Yes,Night,Fri,Yes,No,Yes,Jan,8,2018
2018-07-15,701,10,28.5,0.66,1.7,1319,21.5,1.83,0,0,Summer,No Holiday,Yes,Morning,Sun,No,No,No,Jul,33,2018
2018-07-04,2415,20,27.1,0.67,2.9,1949,20.4,0.06,0,0,Summer,No Holiday,Yes,Evening,Wed,Yes,No,No,Jul,31,2018
2018-02-26,416,9,-1.1,0.53,0.9,1308,-9.4,0.72,0,0,Winter,No Holiday,Yes,Morning,Mon,Yes,No,No,Feb,13,2018
2018-06-17,1819,22,22.2,0.7,0.5,1056,16.4,0,0,0,Summer,No Holiday,Yes,Evening,Sun,No,No,No,Jun,29,2018
2017-12-31,161,20,-1,0.32,0.9,2000,-15.6,0,0,0,Winter,Holiday,Yes,Evening,Sun,No,No,No,Dec,5,2017
2017-12-16,142,23,-8,0.41,2.2,2000,-18.9,0,0,0,Winter,No Holiday,Yes,Evening,Sat,No,No,No,Dec,2,2017
2018-07-22,1346,22,31.7,0.51,1.4,1742,20.3,0,0,0,Summer,No Holiday,Yes,Evening,Sun,No,No,No,Jul,34,2018
2018-09-27,589,6,13.4,0.61,0.8,2000,6,0,0,0,Autumn,No Holiday,Yes,Morning,Thu,Yes,No,No,Sep,43,2018
2018-05-16,81,10,22.8,0.95,1.7,176,21.9,0.05,1,0,Spring,No Holiday,Yes,Morning,Wed,Yes,Yes,No,May,24,2018
2018-10-31,294,0,7.1,0.59,1.7,2000,-0.3,0,0,0,Autumn,No Holiday,Yes,Night,Wed,Yes,No,No,Oct,48,2018
2018-11-01,433,6,2.9,0.75,0.2,1761,-1.1,0,0,0,Autumn,No Holiday,Yes,Morning,Thu,Yes,No,No,Nov,48,2018
2018-04-10,967,13,21.9,0.34,5.1,1861,5.3,2.77,0,0,Spring,No Holiday,Yes,Afternoon,Tue,Yes,No,No,Apr,19,2018
2018-01-15,303,9,3.9,0.86,1.7,399,1.7,0.11,0.2,0,Winter,No Holiday,Yes,Morning,Mon,Yes,Yes,No,Jan,7,2018
2018-05-11,1185,23,16.2,0.5,1.6,1327,5.7,0,0,0,Spring,No Holiday,Yes,Evening,Fri,Yes,No,No,May,23,2018
2018-07-07,331,4,20,0.63,1.8,2000,12.7,0,0,0,Summer,No Holiday,Yes,Night,Sat,No,No,No,Jul,31,2018
2018-01-30,53,17,-2.4,0.85,0.3,174,-4.5,0.06,0,0.6,Winter,No Holiday,Yes,Afternoon,Tue,Yes,No,Yes,Jan,9,2018
2018-07-02,128,9,21,0.97,1.3,825,20.4,0.14,3,0,Summer,No Holiday,Yes,Morning,Mon,Yes,Yes,No,Jul,31,2018
2018-01-03,213,10,-5.6,0.38,2.9,1752,-17.6,0.55,0,0,Winter,No Holiday,Yes,Morning,Wed,Yes,No,No,Jan,5,2018
2018-06-30,825,8,23.4,0.81,0.5,313,19.9,0.37,0,0,Summer,No Holiday,Yes,Morning,Sat,No,No,No,Jun,30,2018
2018-06-23,540,3,22,0.42,0.2,1891,8.4,0,0,0,Summer,No Holiday,Yes,Night,Sat,No,No,No,Jun,29,2018
2018-03-11,212,8,2.8,0.82,1.2,240,0,0.19,0,0,Spring,No Holiday,Yes,Morning,Sun,No,No,No,Mar,15,2018
2018-11-23,767,20,2.7,0.27,1.2,2000,-14.4,0,0,0,Autumn,No Holiday,Yes,Evening,Fri,Yes,No,No,Nov,51,2018
2018-01-27,193,14,-4.1,0.25,2,1730,-21.2,1.2,0,0.2,Winter,No Holiday,Yes,Afternoon,Sat,No,No,Yes,Jan,8,2018
2018-03-10,650,12,7.1,0.5,2.2,909,-2.6,2.47,0,0,Spring,No Holiday,Yes,Afternoon,Sat,No,No,No,Mar,14,2018
2018-02-21,351,12,2.2,0.17,2,1824,-20.4,1.99,0,0,Winter,No Holiday,Yes,Afternoon,Wed,Yes,No,No,Feb,12,2018
2018-06-11,2375,8,20.7,0.55,1.5,2000,11.3,1.23,0,0,Summer,No Holiday,Yes,Morning,Mon,Yes,No,No,Jun,28,2018
2018-03-23,1611,18,9.7,0.36,3.6,948,-4.6,0.37,0,0,Spring,No Holiday,Yes,Evening,Fri,Yes,No,No,Mar,16,2018
2018-01-01,121,9,-4.3,0.39,0.7,1973,-16.2,0.15,0,0,Winter,Holiday,Yes,Morning,Mon,Yes,No,No,Jan,5,2018
2018-11-05,1215,22,11.6,0.81,1.2,336,8.4,0,0,0,Autumn,No Holiday,Yes,Evening,Mon,Yes,No,No,Nov,49,2018
2017-12-10,31,9,0.2,0.9,1,305,-1.2,0,1.6,4.3,Winter,No Holiday,Yes,Morning,Sun,No,Yes,Yes,Dec,2,2017
2018-02-17,20,4,-5.2,0.28,2.5,2000,-20.9,0,0,0,Winter,Holiday,Yes,Night,Sat,No,No,No,Feb,11,2018
2018-01-10,39,5,-7.3,0.75,1.6,2000,-10.9,0,0,0.8,Winter,No Holiday,Yes,Night,Wed,Yes,No,Yes,Jan,6,2018
2018-11-26,1181,19,8.4,0.61,0.3,573,1.3,0,0,0,Autumn,No Holiday,Yes,Evening,Mon,Yes,No,No,Nov,52,2018
2018-06-26,24,13,20.5,0.97,1.2,338,20,0.11,14.5,0,Summer,No Holiday,Yes,Afternoon,Tue,Yes,Yes,No,Jun,30,2018
2018-06-11,1107,11,23.2,0.52,1.4,2000,12.7,1.53,0,0,Summer,No Holiday,Yes,Morning,Mon,Yes,No,No,Jun,28,2018
2018-08-06,614,9,28.4,0.87,1.7,1313,26,0.56,4,0,Summer,No Holiday,Yes,Morning,Mon,Yes,Yes,No,Aug,36,2018
2018-01-04,197,10,-6.4,0.43,1,1872,-16.9,0.43,0,0,Winter,No Holiday,Yes,Morning,Thu,Yes,No,No,Jan,5,2018
2018-11-11,563,10,10.2,0.68,0.7,354,4.5,1.06,0,0,Autumn,No Holiday,Yes,Morning,Sun,No,No,No,Nov,50,2018
2018-05-22,182,5,15.7,0,0.6,1610,10.6,0,0,0,Spring,Holiday,Yes,Night,Tue,Yes,No,No,May,25,2018
2018-09-02,930,1,22.8,0.59,1.5,2000,14.3,0,0,0,Autumn,No Holiday,Yes,Night,Sun,No,No,No,Sep,40,2018
2018-08-09,977,9,29.4,0.64,2.3,1926,21.8,0.9,0,0,Summer,No Holiday,Yes,Morning,Thu,Yes,No,No,Aug,36,2018
2018-05-01,614,7,18,0.82,0.7,264,14.8,0.11,0,0,Spring,Holiday,Yes,Morning,Tue,Yes,No,No,May,22,2018
2018-05-12,358,3,15.2,0.63,0.5,700,8.1,0,0,0,Spring,No Holiday,Yes,Night,Sat,No,No,No,May,23,2018
2018-07-22,526,9,30.5,0.54,0.9,1907,20.1,1.71,0,0,Summer,No Holiday,Yes,Morning,Sun,No,No,No,Jul,34,2018
2018-05-29,841,0,20.6,0.54,2.6,1737,0,0,0,0,Spring,No Holiday,Yes,Night,Tue,Yes,No,No,May,26,2018
2018-07-06,1346,15,26.9,0.51,2,2000,15.9,1.95,0,0,Summer,No Holiday,Yes,Afternoon,Fri,Yes,No,No,Jul,31,2018
2017-12-27,105,6,-9.8,0.37,1.7,2000,-21.7,0,0,0,Winter,No Holiday,Yes,Morning,Wed,Yes,No,No,Dec,4,2017
2018-08-15,586,11,35.4,0.44,1.2,1887,21.2,2.58,0,0,Summer,Holiday,Yes,Morning,Wed,Yes,No,No,Aug,37,2018
2018-03-06,528,13,9.3,0.27,2.2,1816,-8.7,2.65,0,0,Spring,No Holiday,Yes,Afternoon,Tue,Yes,No,No,Mar,14,2018
2018-08-26,681,10,26.3,0.53,1.6,2000,15.9,2.19,0,0,Summer,No Holiday,Yes,Morning,Sun,No,No,No,Aug,39,2018
2018-07-18,1354,23,26.4,0.76,0.6,959,21.8,0,0,0,Summer,No Holiday,Yes,Evening,Wed,Yes,No,No,Jul,33,2018
2018-04-22,247,9,16.9,0.45,0.9,1958,4.8,0.27,0,0,Spring,No Holiday,Yes,Morning,Sun,No,No,No,Apr,21,2018
2018-04-12,686,10,13.8,0.39,2.3,1659,0,2.09,0,0,Spring,No Holiday,Yes,Morning,Thu,Yes,No,No,Apr,19,2018
2018-09-12,462,2,19,0.56,0.9,2000,10,0,0,0,Autumn,No Holiday,Yes,Night,Wed,Yes,No,No,Sep,41,2018
2018-10-15,1271,7,11.5,0.81,0.8,960,8.3,0,0,0,Autumn,No Holiday,Yes,Morning,Mon,Yes,No,No,Oct,46,2018
2017-12-12,65,5,-11.6,0.45,2.8,1951,-21.1,0,0,0,Winter,No Holiday,Yes,Night,Tue,Yes,No,No,Dec,2,2017
2018-07-29,630,14,35.4,0.43,1.4,2000,20.9,2.48,0,0,Summer,No Holiday,Yes,Afternoon,Sun,No,No,No,Jul,35,2018
2018-11-02,1568,19,12.8,0.4,1.4,1870,-0.4,0,0,0,Autumn,No Holiday,Yes,Evening,Fri,Yes,No,No,Nov,48,2018
2018-08-17,572,2,22.8,0.5,1.4,2000,11.8,0,0,0,Summer,No Holiday,Yes,Night,Fri,Yes,No,No,Aug,37,2018
2017-12-31,25,6,-1.3,0.84,2.4,425,-3.6,0,0,1.2,Winter,Holiday,Yes,Morning,Sun,No,No,Yes,Dec,5,2017
2018-05-26,572,2,15.8,0.66,0.6,1204,9.4,0,0,0,Spring,No Holiday,Yes,Night,Sat,No,No,No,May,25,2018
2018-01-30,108,0,-10,0.34,1.1,2000,-22.9,0,0,0,Winter,No Holiday,Yes,Night,Tue,Yes,No,No,Jan,9,2018
2018-09-03,532,14,25.6,0.77,0.8,1930,21.2,0.78,0,0,Autumn,No Holiday,Yes,Afternoon,Mon,Yes,No,No,Sep,40,2018
2018-01-03,308,7,-6.9,0.48,2.4,1974,-16,0,0,0,Winter,No Holiday,Yes,Morning,Wed,Yes,No,No,Jan,5,2018
2018-03-19,370,7,6.5,0.88,1.4,515,4.6,0,0,0,Spring,No Holiday,Yes,Morning,Mon,Yes,No,No,Mar,16,2018
2018-05-21,1832,22,16.9,0.65,0.3,1281,10.2,0,0,0,Spring,No Holiday,Yes,Evening,Mon,Yes,No,No,May,25,2018
2018-05-14,1648,22,19.6,0.71,0.6,325,14.1,0,0,0,Spring,No Holiday,Yes,Evening,Mon,Yes,No,No,May,24,2018
2018-09-21,78,10,18.4,0.96,2,1124,17.7,0.32,1,0,Autumn,No Holiday,Yes,Morning,Fri,Yes,Yes,No,Sep,42,2018
2018-03-05,184,8,3.6,0.88,2.3,2000,1.7,0.03,0,0,Spring,No Holiday,Yes,Morning,Mon,Yes,No,No,Mar,14,2018
2018-03-09,509,13,7.5,0.44,2,1526,-3.9,1.24,0,0,Spring,No Holiday,Yes,Afternoon,Fri,Yes,No,No,Mar,14,2018
2018-06-04,1671,16,25.5,0.43,3.2,1892,11.9,1.72,0,0,Summer,No Holiday,Yes,Afternoon,Mon,Yes,No,No,Jun,27,2018
2018-02-10,132,20,-4.4,0.19,5.8,2000,-24.6,0,0,0,Winter,No Holiday,Yes,Evening,Sat,No,No,No,Feb,10,2018
2018-06-22,268,4,19.1,0.86,1.4,322,16.6,0,0,0,Summer,No Holiday,Yes,Night,Fri,Yes,No,No,Jun,29,2018
2018-10-24,811,10,13,0.63,0.9,854,6.1,1.5,0,0,Autumn,No Holiday,Yes,Morning,Wed,Yes,No,No,Oct,47,2018
2018-08-14,699,12,33.9,0.49,1.5,1841,21.6,1.91,0,0,Summer,No Holiday,Yes,Afternoon,Tue,Yes,No,No,Aug,37,2018
2018-04-28,1882,18,18.9,0.3,2.6,1995,0.9,1.05,0,0,Spring,No Holiday,Yes,Evening,Sat,No,No,No,Apr,21,2018
2018-06-14,715,1,20.8,0.72,1,912,15.5,0,0,0,Summer,No Holiday,Yes,Night,Thu,Yes,No,No,Jun,28,2018
2018-01-22,73,2,-0.2,0.33,1.4,2000,-14.5,0,0,0,Winter,No Holiday,Yes,Night,Mon,Yes,No,No,Jan,8,2018
2018-10-19,1390,15,19.7,0.3,3,1971,1.6,1.89,0,0,Autumn,No Holiday,Yes,Afternoon,Fri,Yes,No,No,Oct,46,2018
2018-06-03,938,10,24.8,0.34,1.3,1869,7.8,2.09,0,0,Summer,No Holiday,Yes,Morning,Sun,No,No,No,Jun,27,2018
2018-08-29,24,19,23.5,0.97,0.3,323,22.9,0,6.5,0,Summer,No Holiday,Yes,Evening,Wed,Yes,Yes,No,Aug,39,2018
2018-03-01,311,12,0.5,0.46,4.7,1172,-9.8,2.49,0,0,Spring,Holiday,Yes,Afternoon,Thu,Yes,No,No,Mar,13,2018
2017-12-13,120,2,-10.4,0.53,1.8,1949,-18.1,0,0,0,Winter,No Holiday,Yes,Night,Wed,Yes,No,No,Dec,2,2017
2018-03-02,574,16,5.2,0.21,2.1,1721,-15.4,1.97,0,0,Spring,No Holiday,Yes,Afternoon,Fri,Yes,No,No,Mar,13,2018
2018-03-15,203,2,16.5,0.68,1.3,1724,10.5,0,0,0,Spring,No Holiday,Yes,Night,Thu,Yes,No,No,Mar,15,2018
2018-03-29,583,11,16.1,0.63,1.2,555,9,1.08,0,0,Spring,No Holiday,Yes,Morning,Thu,Yes,No,No,Mar,17,2018
2018-05-26,992,9,20.6,0.43,1.1,1104,7.5,1.84,0,0,Spring,No Holiday,Yes,Morning,Sat,No,No,No,May,25,2018
2018-04-13,368,6,8.3,0.35,0.3,2000,-6.2,0,0,0,Spring,No Holiday,Yes,Morning,Fri,Yes,No,No,Apr,19,2018
2018-10-25,161,4,8.5,0.83,1.2,1577,5.7,0,0,0,Autumn,No Holiday,Yes,Night,Thu,Yes,No,No,Oct,47,2018
2018-11-02,1730,17,17,0.36,1.5,1672,1.8,0.47,0,0,Autumn,No Holiday,Yes,Afternoon,Fri,Yes,No,No,Nov,48,2018
2018-10-07,1516,12,19.8,0.46,2.5,1837,7.8,2.3,0,0,Autumn,No Holiday,Yes,Afternoon,Sun,No,No,No,Oct,45,2018
2018-03-21,615,18,2,0.77,1.3,2000,-1.6,0.07,0,0,Spring,No Holiday,Yes,Evening,Wed,Yes,No,No,Mar,16,2018
2018-01-24,125,14,-11.1,0.26,3.8,1980,-26.8,1.25,0,0.8,Winter,No Holiday,Yes,Afternoon,Wed,Yes,No,Yes,Jan,8,2018
2017-12-12,54,3,-11.6,0.5,2.2,1995,-19.9,0,0,0,Winter,No Holiday,Yes,Night,Tue,Yes,No,No,Dec,2,2017
2018-05-27,1730,14,24.2,0.36,4,1907,8.1,2.16,0,0,Spring,No Holiday,Yes,Afternoon,Sun,No,No,No,May,26,2018
2018-11-12,888,12,12.3,0.37,0.8,1690,-1.9,1.93,0,0,Autumn,No Holiday,Yes,Afternoon,Mon,Yes,No,No,Nov,50,2018
2017-12-05,325,13,-1.6,0.27,0,1955,-18.2,0,0,0,Winter,No Holiday,Yes,Afternoon,Tue,Yes,No,No,Dec,1,2017
2018-09-24,754,12,20.3,0.34,2.6,2000,3.9,2.85,0,0,Autumn,Holiday,Yes,Afternoon,Mon,Yes,No,No,Sep,43,2018
2018-09-06,320,3,21.5,0.85,0.1,1282,18.8,0,0,0,Autumn,No Holiday,Yes,Night,Thu,Yes,No,No,Sep,40,2018
2018-03-28,614,23,13.5,0.74,1.2,603,8.9,0,0,0,Spring,No Holiday,Yes,Evening,Wed,Yes,No,No,Mar,17,2018
2018-02-02,558,8,-7.4,0.58,2.2,1882,-14.2,0.01,0,0,Winter,No Holiday,Yes,Morning,Fri,Yes,No,No,Feb,9,2018
2018-07-11,1344,16,28.7,0.7,3.2,1586,22.6,0.73,0,0,Summer,No Holiday,Yes,Afternoon,Wed,Yes,No,No,Jul,32,2018
2018-11-11,189,4,6.9,0.82,0.5,337,4,0,0,0,Autumn,No Holiday,Yes,Night,Sun,No,No,No,Nov,50,2018
2018-04-14,62,3,12.1,0.41,1,2000,-0.7,0,0.2,0,Spring,No Holiday,Yes,Night,Sat,No,Yes,No,Apr,19,2018
2018-05-03,2310,18,13.4,0.49,2.4,1982,2.8,0.6,0,0,Spring,No Holiday,Yes,Evening,Thu,Yes,No,No,May,22,2018
2018-03-12,603,14,14.9,0.34,2.8,403,-0.8,2.22,0,0,Spring,No Holiday,Yes,Afternoon,Mon,Yes,No,No,Mar,15,2018
2018-10-25,1968,19,16.4,0.47,1,1694,5,0,0,0,Autumn,No Holiday,Yes,Evening,Thu,Yes,No,No,Oct,47,2018
2018-07-26,939,0,27.7,0.78,1.2,1341,23.5,0,0,0,Summer,No Holiday,Yes,Night,Thu,Yes,No,No,Jul,34,2018
2018-03-30,678,23,12.1,0.77,1.4,540,8.1,0,0,0,Spring,No Holiday,Yes,Evening,Fri,Yes,No,No,Mar,17,2018
2018-01-25,113,22,-14.6,0.35,2.5,2000,-26.7,0,0,0.5,Winter,No Holiday,Yes,Evening,Thu,Yes,No,Yes,Jan,8,2018
2017-12-16,252,12,-4.1,0.28,3.8,1998,-19.9,1.08,0,0,Winter,No Holiday,Yes,Afternoon,Sat,No,No,No,Dec,2,2017
2018-03-07,232,6,2.4,0.65,1.8,1989,-3.5,0,0,0,Spring,No Holiday,Yes,Morning,Wed,Yes,No,No,Mar,14,2018
2018-10-15,171,3,11.3,0.85,0,907,8.8,0,0,0,Autumn,No Holiday,Yes,Night,Mon,Yes,No,No,Oct,46,2018
2017-12-28,285,22,0,0.63,1.3,968,-6.2,0,0,0,Winter,No Holiday,Yes,Evening,Thu,Yes,No,No,Dec,4,2017
2018-07-15,1125,16,32.8,0.52,3,1803,21.6,2.28,0,0,Summer,No Holiday,Yes,Afternoon,Sun,No,No,No,Jul,33,2018
2018-06-25,968,11,27.8,0.46,1.3,912,15.1,1.77,0,0,Summer,No Holiday,Yes,Morning,Mon,Yes,No,No,Jun,30,2018
2018-04-09,651,7,0.6,0.97,1.3,66,0.1,0.05,0,0,Spring,No Holiday,Yes,Morning,Mon,Yes,No,No,Apr,19,2018
2018-01-21,396,16,4.7,0.17,2.1,2000,-18.3,0.55,0,0,Winter,No Holiday,Yes,Afternoon,Sun,No,No,No,Jan,8,2018
2018-06-28,652,2,22.4,0.84,0.6,667,19.5,0,0,0,Summer,No Holiday,Yes,Night,Thu,Yes,No,No,Jun,30,2018
2018-11-29,1577,18,0,0.46,0.9,1566,-4.8,0,0,0,Autumn,No Holiday,Yes,Evening,Thu,Yes,No,No,Nov,52,2018
2018-10-01,1258,15,19,0.4,3.8,1983,5,1.96,0,0,Autumn,No Holiday,Yes,Afternoon,Mon,Yes,No,No,Oct,44,2018
2018-04-25,1161,14,22.1,0.22,2.1,1470,-0.6,3.12,0,0,Spring,No Holiday,Yes,Afternoon,Wed,Yes,No,No,Apr,21,2018
2018-01-03,291,22,-5.2,0.53,1.3,1969,-13.3,0,0,0,Winter,No Holiday,Yes,Evening,Wed,Yes,No,No,Jan,5,2018
2018-11-15,883,7,4.8,0.76,0.7,762,0.9,0,0,0,Autumn,No Holiday,Yes,Morning,Thu,Yes,No,No,Nov,50,2018
2018-09-22,875,1,19.5,0.83,1.5,1459,16.5,0,0,0,Autumn,No Holiday,Yes,Night,Sat,No,No,No,Sep,42,2018
2018-10-06,20,11,17.5,0.95,2,1214,16.6,0.35,3.5,0,Autumn,No Holiday,Yes,Morning,Sat,No,Yes,No,Oct,44,2018
2018-03-23,724,20,6.7,0.48,2.6,774,-3.5,0,0,0,Spring,No Holiday,Yes,Evening,Fri,Yes,No,No,Mar,16,2018
2018-09-04,324,2,20.9,0.96,0.4,970,20.2,0,0,0,Autumn,No Holiday,Yes,Night,Tue,Yes,No,No,Sep,40,2018
2018-01-05,312,13,0.9,0.43,2,1112,-10.2,0.98,0,0,Winter,No Holiday,Yes,Afternoon,Fri,Yes,No,No,Jan,5,2018
2018-04-20,1183,22,18.2,0.52,1.3,818,8.1,0,0,0,Spring,No Holiday,Yes,Evening,Fri,Yes,No,No,Apr,20,2018
2018-02-16,114,21,0.1,0.67,2.5,1451,-5.3,0,0,0,Winter,Holiday,Yes,Evening,Fri,Yes,No,No,Feb,11,2018
2018-06-01,862,10,25.3,0.45,1.3,1371,12.5,2.45,0,0,Summer,No Holiday,Yes,Morning,Fri,Yes,No,No,Jun,26,2018
2017-12-03,545,17,6.7,0.82,1.5,358,3.8,0.05,0,0,Winter,No Holiday,Yes,Afternoon,Sun,No,No,No,Dec,1,2017
2017-12-28,260,23,0.1,0.63,1.1,1003,-6.1,0,0,0,Winter,No Holiday,Yes,Evening,Thu,Yes,No,No,Dec,4,2017
2018-09-03,113,18,21.9,0.97,1.8,757,21.3,0.02,13,0,Autumn,No Holiday,Yes,Evening,Mon,Yes,Yes,No,Sep,40,2018
2018-08-01,1367,22,32.6,0.64,2.4,1703,24.8,0,0,0,Summer,No Holiday,Yes,Evening,Wed,Yes,No,No,Aug,35,2018
2018-05-03,1160,7,8.4,0.83,1.4,1400,5.6,0.31,0,0,Spring,No Holiday,Yes,Morning,Thu,Yes,No,No,May,22,2018
2018-04-22,278,7,15,0.41,0.3,2000,1.8,0.12,0,0,Spring,No Holiday,Yes,Morning,Sun,No,No,No,Apr,21,2018
2018-01-10,196,16,-5.4,0.3,3.9,2000,-20.2,0.69,0,0.2,Winter,No Holiday,Yes,Afternoon,Wed,Yes,No,Yes,Jan,6,2018
2018-08-12,1127,22,28.8,0.79,0.2,1604,24.7,0,0,0,Summer,No Holiday,Yes,Evening,Sun,No,No,No,Aug,37,2018
